country,year,age,gender,value,pop,fertility_rate
United States of America,2008,15-19,Male,142865,11312,12.629508486562942
United States of America,2008,20-24,Male,616451,10893,56.59148076746534
United States of America,2008,25-29,Male,961749,10206,94.2336860670194
United States of America,2008,30-34,Male,947582,9798,96.71177791385998
United States of America,2008,35-39,Male,617165,10135,60.894425259003455
United States of America,2008,40-44,Male,250549,10909,22.967183059858833
United States of America,2008,45-49,Male,84820,11334,7.483677430739368
United States of America,2008,50-54,Male,24235,10574,2.291942500472858
United States of America,2008,55+,Male,10323,32804,0.3146872332642361
United States of America,2009,15-19,Male,415042,11373,36.4936252527917
United States of America,2009,20-24,Male,1006099,10999,91.47186107827984
United States of America,2009,25-29,Male,1167012,10356,112.68945538818076
United States of America,2009,30-34,Male,954588,9852,96.89281364190012
United States of America,2009,35-39,Male,474458,10043,47.2426565767201
United States of America,2009,40-44,Male,105748,10728,9.857196122296793
United States of America,2009,45-49,Male,7252,11332,0.6399576420755383
United States of America,2009,50-54,Male,495,10790,0.0458758109360519
United States of America,2009,55+,Male,0,33874,0
United States of America,2012,15-19,Male,104257,11316,9.213237893248497
United States of America,2012,20-24,Male,526953,11484,45.88584117032393
United States of America,2012,25-29,Male,869653,10875,79.968091954023
United States of America,2012,30-34,Male,975795,10191,95.75066234913159
United States of America,2012,35-39,Male,590908,9925,59.53732997481108
United States of America,2012,40-44,Male,257654,10276,25.073374854028806
United States of America,2012,45-49,Male,83640,11008,7.598110465116279
United States of America,2012,50-54,Male,26201,11117,2.3568408743366014
United States of America,2012,55+,Male,11125,37175,0.2992602555480834
United States of America,2013,15-19,Male,93254,11188,8.335180550589918
United States of America,2013,20-24,Male,509483,11654,43.717436073451175
United States of America,2013,25-29,Male,861110,11080,77.71750902527076
United States of America,2013,30-34,Male,989023,10362,95.4471144566686
United States of America,2013,35-39,Male,599870,9949,60.294501959995976
United States of America,2013,40-44,Male,257065,10171,25.27430931078557
United States of America,2013,45-49,Male,84397,10836,7.788575119970469
United States of America,2013,50-54,Male,27478,11143,2.4659427443237907
United States of America,2013,55+,Male,11523,38297,0.3008851868292556
United States of America,2014,15-19,Male,84981,11051,7.689892317437336
United States of America,2014,20-24,Male,498028,11769,42.31693431897357
United States of America,2014,25-29,Male,867157,11284,76.84836937256293
United States of America,2014,30-34,Male,1024448,10550,97.10407582938389
United States of America,2014,35-39,Male,629339,10004,62.90873650539784
United States of America,2014,40-44,Male,260940,10088,25.866375892149087
United States of America,2014,45-49,Male,87049,10663,8.163650004689112
United States of America,2014,50-54,Male,28537,11128,2.564432063263839
United States of America,2014,55+,Male,12374,39413,0.31395732372567425
United States of America,2015,15-19,Male,78723,10933,7.200493917497485
United States of America,2015,20-24,Male,478053,11809,40.48208993140825
United States of America,2015,25-29,Male,866164,11482,75.43668350461591
United States of America,2015,30-34,Male,1031843,10746,96.02112413921459
United States of America,2015,35-39,Male,648040,10091,64.21960162521059
United States of America,2015,40-44,Male,263044,10028,26.23095333067411
United States of America,2015,45-49,Male,89434,10505,8.513469776297
United States of America,2015,50-54,Male,28640,11070,2.5871725383920507
United States of America,2015,55+,Male,12911,40516,0.31866423141474975
