prob,father_age,child_age,gender
0,1,0,male
0,2,0,male
0,3,0,male
0,4,0,male
0,5,0,male
0,6,0,male
0,7,0,male
0,8,0,male
0,9,0,male
0,10,0,male
0,11,0,male
0,12,0,male
0,13,0,male
0,14,0,male
0.00489596083231334,15,0,male
0.00489596083231334,16,0,male
0.00489596083231334,17,0,male
0.00489596083231334,18,0,male
0.00645994832041344,19,0,male
0.0923317683881064,20,0,male
0.0923317683881064,21,0,male
0.0923317683881064,22,0,male
0.0923317683881064,23,0,male
0.0923317683881064,24,0,male
0.252465483234714,25,0,male
0.252465483234714,26,0,male
0.252465483234714,27,0,male
0.252465483234714,28,0,male
0.208333333333333,29,0,male
0.272093023255814,30,0,male
0.272093023255814,31,0,male
0.272093023255814,32,0,male
0.272093023255814,33,0,male
0.272093023255814,34,0,male
0.239074550128535,35,0,male
0.239074550128535,36,0,male
0.239074550128535,37,0,male
0.239074550128535,38,0,male
0.239074550128535,39,0,male
0.208823529411765,40,0,male
0.208823529411765,41,0,male
0.208823529411765,42,0,male
0.208823529411765,43,0,male
0.208823529411765,44,0,male
0.108333333333333,45,0,male
0.108333333333333,46,0,male
0.108333333333333,47,0,male
0.108333333333333,48,0,male
0.108333333333333,49,0,male
0.0782122905027933,50,0,male
0.0782122905027933,51,0,male
0.0782122905027933,52,0,male
0.0782122905027933,53,0,male
0.0782122905027933,54,0,male
0.0294117647058824,55,0,male
0.0294117647058824,56,0,male
0.0294117647058824,57,0,male
0.0294117647058824,58,0,male
0.0294117647058824,59,0,male
0.0606060606060606,60,0,male
0.0606060606060606,61,0,male
0.0606060606060606,62,0,male
0.0606060606060606,63,0,male
0.0606060606060606,64,0,male
0.0277777777777778,65,0,male
0.0277777777777778,66,0,male
0.0277777777777778,67,0,male
0.0277777777777778,68,0,male
0.0277777777777778,69,0,male
0,70,0,male
0,71,0,male
0,72,0,male
0,73,0,male
0,74,0,male
0,75,0,male
0,76,0,male
0,77,0,male
0,78,0,male
0,79,0,male
0,80,0,male
0,81,0,male
0,82,0,male
0,83,0,male
0,84,0,male
0,85,0,male
0,86,0,male
0,87,0,male
0,88,0,male
0,89,0,male
0,90,0,male
0,91,0,male
0,92,0,male
0,93,0,male
0,94,0,male
0,95,0,male
0,96,0,male
0,97,0,male
0,98,0,male
0,99,0,male
0,100,0,male
0,1,1,male
0,2,1,male
0,3,1,male
0,4,1,male
0,5,1,male
0,6,1,male
0,7,1,male
0,8,1,male
0,9,1,male
0,10,1,male
0,11,1,male
0,12,1,male
0,13,1,male
0,14,1,male
0,15,1,male
0.00126103404791929,16,1,male
0.00126103404791929,17,1,male
0.00126103404791929,18,1,male
0.00645994832041344,19,1,male
0.00645994832041344,20,1,male
0.0923317683881064,21,1,male
0.0923317683881064,22,1,male
0.0923317683881064,23,1,male
0.0923317683881064,24,1,male
