year,age,gender,country,value,pop,fertility_rate
2008,15-19,Male,United States of America,142862,11312,12.629243281471004
2008,20-24,Male,United States of America,615796,10893,56.53135040851923
2008,25-29,Male,United States of America,960144,10206,94.07642563198118
2008,30-34,Male,United States of America,948291,9798,96.78413962033068
2008,35-39,Male,United States of America,616630,10135,60.84163788850518
2008,40-44,Male,United States of America,250629,10909,22.974516454303785
2008,45-49,Male,United States of America,84963,11334,7.496294335627316
2008,50-54,Male,United States of America,24459,10574,2.313126536788349
2008,55+,Male,United States of America,10308,32804,0.3142299719546397
2009,15-19,Male,United States of America,414831,11373,36.475072540226854
2009,20-24,Male,United States of America,1005982,10999,91.46122374761342
2009,25-29,Male,United States of America,1166787,10356,112.66772885283893
2009,30-34,Male,United States of America,955246,9852,96.95960211124645
2009,35-39,Male,United States of America,474103,10043,47.20730857313552
2009,40-44,Male,United States of America,105827,10728,9.864560029828485
2009,45-49,Male,United States of America,7320,11332,0.645958348040946
2009,50-54,Male,United States of America,569,10790,0.05273401297497683
2009,55+,Male,United States of America,0,33874,0
2012,15-19,Male,United States of America,104735,11316,9.255478967833156
2012,20-24,Male,United States of America,526476,11484,45.84430512016719
2012,25-29,Male,United States of America,869863,10875,79.98740229885057
2012,30-34,Male,United States of America,975449,10191,95.71671082327543
2012,35-39,Male,United States of America,590180,9925,59.4639798488665
2012,40-44,Male,United States of America,256966,10276,25.00642273258077
2012,45-49,Male,United States of America,83782,11008,7.611010174418604
2012,50-54,Male,United States of America,26278,11117,2.3637672033822072
2012,55+,Male,United States of America,11341,37175,0.30507061197041024
2013,15-19,Male,United States of America,93205,11188,8.33080085806221
2013,20-24,Male,United States of America,509846,11654,43.74858417710657
2013,25-29,Male,United States of America,860750,11080,77.68501805054152
2013,30-34,Male,United States of America,990827,10362,95.62121212121212
2013,35-39,Male,United States of America,601402,9949,60.448487285154286
2013,40-44,Male,United States of America,256761,10171,25.24442041097237
2013,45-49,Male,United States of America,84250,10836,7.7750092284976
2013,50-54,Male,United States of America,27339,11143,2.4534685452750606
2013,55+,Male,United States of America,11578,38297,0.30232133065253153
2014,15-19,Male,United States of America,85002,11051,7.691792597954937
2014,20-24,Male,United States of America,497940,11769,42.309457048177414
2014,25-29,Male,United States of America,867330,11284,76.86370081531372
2014,30-34,Male,United States of America,1022910,10550,96.95829383886256
2014,35-39,Male,United States of America,629724,10004,62.94722111155538
2014,40-44,Male,United States of America,261320,10088,25.90404440919905
2014,45-49,Male,United States of America,87146,10663,8.172746881740599
2014,50-54,Male,United States of America,28347,11128,2.5473580158159597
2014,55+,Male,United States of America,12430,39413,0.3153781747139269
2015,15-19,Male,United States of America,78966,10933,7.222720204884295
2015,20-24,Male,United States of America,477664,11809,40.449148954187486
2015,25-29,Male,United States of America,866460,11482,75.46246298554259
2015,30-34,Male,United States of America,1031310,10746,95.9715242881072
2015,35-39,Male,United States of America,648051,10091,64.22069170548014
2015,40-44,Male,United States of America,263377,10028,26.264160351017154
2015,45-49,Male,United States of America,89921,10505,8.55982865302237
2015,50-54,Male,United States of America,29105,11070,2.629177958446251
2015,55+,Male,United States of America,12911,40516,0.31866423141474975
