country,age,date,afr,gender,fertility_rate
France,15-19,2003,0.0102616502028206,Female,10.261650202820599
France,15-19,2004,0.0102380698433547,Female,10.2380698433547
France,15-19,2005,0.0101261530379837,Female,10.1261530379837
France,15-19,2006,0.0100168321369743,Female,10.0168321369743
France,15-19,2007,0.00996295650533649,Female,9.96295650533649
France,15-19,2008,0.00983553190900545,Female,9.83553190900545
France,15-19,2009,0.00961887483378603,Female,9.618874833786029
France,15-19,2010,0.00940752229253787,Female,9.40752229253787
France,15-19,2011,0.00924007790699962,Female,9.24007790699962
France,15-19,2012,0.00893114083938759,Female,8.93114083938759
France,15-19,2013,0.00843710727341675,Female,8.43710727341675
France,15-19,2014,0.00790935433541942,Female,7.90935433541942
France,15-19,2015,0.00717554726860172,Female,7.175547268601719
France,15-19,2016,0.00654453728681336,Female,6.54453728681336
France,15-19,2017,0.00618404787048686,Female,6.18404787048686
France,15-19,2018,0.00608619598423672,Female,6.08619598423672
France,15-19,2019,0.00614124076143448,Female,6.14124076143448
France,20-24,2003,0.0607472662704487,Female,60.7472662704487
France,20-24,2004,0.0608416561659739,Female,60.8416561659739
France,20-24,2005,0.0610653988061951,Female,61.0653988061951
France,20-24,2006,0.060127907439541,Female,60.127907439541005
France,20-24,2007,0.0594120413547418,Female,59.412041354741795
France,20-24,2008,0.0601250963297565,Female,60.1250963297565
France,20-24,2009,0.0602180905069732,Female,60.218090506973205
France,20-24,2010,0.059310017420851,Female,59.310017420851
France,20-24,2011,0.0576856807528321,Female,57.6856807528321
France,20-24,2012,0.0561167421692874,Female,56.1167421692874
France,20-24,2013,0.0541655495588218,Female,54.1655495588218
France,20-24,2014,0.0515304216991971,Female,51.530421699197106
France,20-24,2015,0.0486241677534328,Female,48.6241677534328
France,20-24,2016,0.0463567349282228,Female,46.3567349282228
France,20-24,2017,0.0444906768116407,Female,44.4906768116407
France,20-24,2018,0.0433681730631627,Female,43.3681730631627
France,20-24,2019,0.0432253653882529,Female,43.2253653882529
France,25-29,2003,0.129425924692694,Female,129.42592469269402
France,25-29,2004,0.128907446519856,Female,128.907446519856
France,25-29,2005,0.132002941707054,Female,132.00294170705402
France,25-29,2006,0.133984046468134,Female,133.984046468134
France,25-29,2007,0.13272310654599,Female,132.72310654599002
France,25-29,2008,0.132341234209089,Female,132.341234209089
France,25-29,2009,0.132072398176147,Female,132.072398176147
France,25-29,2010,0.130900234346855,Female,130.900234346855
France,25-29,2011,0.128279741196165,Female,128.279741196165
France,25-29,2012,0.126744395274937,Female,126.744395274937
France,25-29,2013,0.126420179582939,Female,126.420179582939
France,25-29,2014,0.124521162300582,Female,124.52116230058199
France,25-29,2015,0.119909448158424,Female,119.909448158424
France,25-29,2016,0.115864220630651,Female,115.86422063065099
France,25-29,2017,0.113209970495736,Female,113.209970495736
France,25-29,2018,0.112267802444633,Female,112.26780244463299
France,25-29,2019,0.112267717629657,Female,112.267717629657
France,30-34,2003,0.1114044911782,Female,111.4044911782
France,30-34,2004,0.11337718641323,Female,113.37718641322999
France,30-34,2005,0.116826946110942,Female,116.826946110942
France,30-34,2006,0.116915604548029,Female,116.91560454802901
France,30-34,2007,0.11722551136763,Female,117.22551136763
France,30-34,2008,0.119301557173414,Female,119.301557173414
France,30-34,2009,0.121999775273898,Female,121.99977527389801
France,30-34,2010,0.124380581129336,Female,124.38058112933601
France,30-34,2011,0.125335406308228,Female,125.335406308228
France,30-34,2012,0.125219116601651,Female,125.219116601651
France,30-34,2013,0.125014418018054,Female,125.01441801805399
France,30-34,2014,0.124346155506458,Female,124.346155506458
France,30-34,2015,0.122134462477434,Female,122.134462477434
France,30-34,2016,0.121049834528514,Female,121.04983452851401
France,30-34,2017,0.120184062418625,Female,120.184062418625
France,30-34,2018,0.120102347027676,Female,120.102347027676
France,30-34,2019,0.120608378380189,Female,120.608378380189
France,35-39,2003,0.0466480748646197,Female,46.6480748646197
France,35-39,2004,0.0480322139877508,Female,48.0322139877508
France,35-39,2005,0.0508394175196319,Female,50.8394175196319
France,35-39,2006,0.0528774577124849,Female,52.8774577124849
France,35-39,2007,0.0541871506205308,Female,54.187150620530794
France,35-39,2008,0.0555542061500813,Female,55.554206150081306
France,35-39,2009,0.0562062711626547,Female,56.206271162654694
France,35-39,2010,0.0564416383419933,Female,56.4416383419933
France,35-39,2011,0.0564924998393438,Female,56.4924998393438
France,35-39,2012,0.0577000468029266,Female,57.7000468029266
France,35-39,2013,0.0593851317230737,Female,59.3851317230737
France,35-39,2014,0.0609100053893337,Female,60.9100053893337
