"Period","age","fertility_rate","country","gender","date"
"2000-2005","15-19",53.872,"Philippines","Female","2003"
"2000-2005","15-19",53.872,"Philippines","Female","2004"
"2005-2010","15-19",54.582,"Philippines","Female","2005"
"2005-2010","15-19",54.582,"Philippines","Female","2006"
"2005-2010","15-19",54.582,"Philippines","Female","2007"
"2005-2010","15-19",54.582,"Philippines","Female","2008"
"2005-2010","15-19",54.582,"Philippines","Female","2009"
"2010-2015","15-19",57.279,"Philippines","Female","2010"
"2010-2015","15-19",57.279,"Philippines","Female","2011"
"2010-2015","15-19",57.279,"Philippines","Female","2012"
"2010-2015","15-19",57.279,"Philippines","Female","2013"
"2010-2015","15-19",57.279,"Philippines","Female","2014"
"2015-2020","15-19",54.154,"Philippines","Female","2015"
"2015-2020","15-19",54.154,"Philippines","Female","2016"
"2015-2020","15-19",54.154,"Philippines","Female","2017"
"2015-2020","15-19",54.154,"Philippines","Female","2018"
"2015-2020","15-19",54.154,"Philippines","Female","2019"
"2000-2005","20-24",184.63,"Philippines","Female","2003"
"2000-2005","20-24",184.63,"Philippines","Female","2004"
"2005-2010","20-24",164.749,"Philippines","Female","2005"
"2005-2010","20-24",164.749,"Philippines","Female","2006"
"2005-2010","20-24",164.749,"Philippines","Female","2007"
"2005-2010","20-24",164.749,"Philippines","Female","2008"
"2005-2010","20-24",164.749,"Philippines","Female","2009"
"2010-2015","20-24",148.73,"Philippines","Female","2010"
"2010-2015","20-24",148.73,"Philippines","Female","2011"
"2010-2015","20-24",148.73,"Philippines","Female","2012"
"2010-2015","20-24",148.73,"Philippines","Female","2013"
"2010-2015","20-24",148.73,"Philippines","Female","2014"
"2015-2020","20-24",123.83,"Philippines","Female","2015"
"2015-2020","20-24",123.83,"Philippines","Female","2016"
"2015-2020","20-24",123.83,"Philippines","Female","2017"
"2015-2020","20-24",123.83,"Philippines","Female","2018"
"2015-2020","20-24",123.83,"Philippines","Female","2019"
"2000-2005","25-29",201.28,"Philippines","Female","2003"
"2000-2005","25-29",201.28,"Philippines","Female","2004"
"2005-2010","25-29",173.838,"Philippines","Female","2005"
"2005-2010","25-29",173.838,"Philippines","Female","2006"
"2005-2010","25-29",173.838,"Philippines","Female","2007"
"2005-2010","25-29",173.838,"Philippines","Female","2008"
"2005-2010","25-29",173.838,"Philippines","Female","2009"
"2010-2015","25-29",147.724,"Philippines","Female","2010"
"2010-2015","25-29",147.724,"Philippines","Female","2011"
"2010-2015","25-29",147.724,"Philippines","Female","2012"
"2010-2015","25-29",147.724,"Philippines","Female","2013"
"2010-2015","25-29",147.724,"Philippines","Female","2014"
"2015-2020","25-29",117.813,"Philippines","Female","2015"
"2015-2020","25-29",117.813,"Philippines","Female","2016"
"2015-2020","25-29",117.813,"Philippines","Female","2017"
"2015-2020","25-29",117.813,"Philippines","Female","2018"
"2015-2020","25-29",117.813,"Philippines","Female","2019"
"2000-2005","30-34",149.48,"Philippines","Female","2003"
"2000-2005","30-34",149.48,"Philippines","Female","2004"
"2005-2010","30-34",137.458,"Philippines","Female","2005"
"2005-2010","30-34",137.458,"Philippines","Female","2006"
"2005-2010","30-34",137.458,"Philippines","Female","2007"
"2005-2010","30-34",137.458,"Philippines","Female","2008"
