Period,age,fertility_rate,country,gender,date
2000-2005,15-19,53.96559739655974,Philippines,Female,2003
2000-2005,15-19,53.93371298405467,Philippines,Female,2004
2005-2010,15-19,54.57539149888143,Philippines,Female,2005
2005-2010,15-19,54.71967176757596,Philippines,Female,2006
2005-2010,15-19,54.525345622119815,Philippines,Female,2007
2005-2010,15-19,54.60306828003457,Philippines,Female,2008
2005-2010,15-19,54.57027771888912,Philippines,Female,2009
2010-2015,15-19,57.37284258681638,Philippines,Female,2010
2010-2015,15-19,57.385737772297574,Philippines,Female,2011
2010-2015,15-19,57.33380884450784,Philippines,Female,2012
2010-2015,15-19,57.45257397648967,Philippines,Female,2013
2010-2015,15-19,57.22316384180791,Philippines,Female,2014
2015-2020,15-19,54.201165594855304,Philippines,Female,2015
2015-2020,15-19,54.11592458884878,Philippines,Female,2016
2015-2020,15-19,53.94995996797438,Philippines,Female,2017
2015-2020,15-19,54.2373253493014,Philippines,Female,2018
2015-2020,15-19,53.97852455756612,Philippines,Female,2019
2000-2005,20-24,184.62194473963868,Philippines,Female,2003
2000-2005,20-24,184.4623403700808,Philippines,Female,2004
2005-2010,20-24,164.80766283524903,Philippines,Female,2005
2005-2010,20-24,165.03720462543993,Philippines,Female,2006
2005-2010,20-24,164.83622398414272,Philippines,Female,2007
2005-2010,20-24,165.05794621026894,Philippines,Female,2008
2005-2010,20-24,164.40757722007723,Philippines,Female,2009
2010-2015,20-24,148.83341254752852,Philippines,Female,2010
2010-2015,20-24,148.6676716141002,Philippines,Female,2011
2010-2015,20-24,148.8925022583559,Philippines,Female,2012
2010-2015,20-24,148.78354597448308,Philippines,Female,2013
2010-2015,20-24,148.5972909051817,Philippines,Female,2014
2015-2020,20-24,123.96516047297297,Philippines,Female,2015
2015-2020,20-24,123.96165068778657,Philippines,Female,2016
2015-2020,20-24,123.82824112303881,Philippines,Female,2017
2015-2020,20-24,123.85292307692308,Philippines,Female,2018
2015-2020,20-24,123.74285130718954,Philippines,Female,2019
2000-2005,25-29,201.1671723300971,Philippines,Female,2003
2000-2005,25-29,201.2893642305407,Philippines,Female,2004
2005-2010,25-29,173.868045441305,Philippines,Female,2005
2005-2010,25-29,173.5211187214612,Philippines,Female,2006
2005-2010,25-29,173.7268648345485,Philippines,Female,2007
2005-2010,25-29,173.94226519337016,Philippines,Female,2008
2005-2010,25-29,173.78867102396515,Philippines,Female,2009
2010-2015,25-29,147.73093447905478,Philippines,Female,2010
2010-2015,25-29,147.46334388185653,Philippines,Female,2011
2010-2015,25-29,147.75614171192137,Philippines,Female,2012
2010-2015,25-29,147.79128672745694,Philippines,Female,2013
2010-2015,25-29,147.9063661134506,Philippines,Female,2014
2015-2020,25-29,117.43675937122129,Philippines,Female,2015
2015-2020,25-29,117.75312426314548,Philippines,Female,2016
2015-2020,25-29,118.01994955285485,Philippines,Female,2017
2015-2020,25-29,117.79607318161536,Philippines,Female,2018
2015-2020,25-29,117.51851851851852,Philippines,Female,2019
2000-2005,30-34,149.66424619640387,Philippines,Female,2003
2000-2005,30-34,149.81379544682298,Philippines,Female,2004
2005-2010,30-34,137.48965977318213,Philippines,Female,2005
2005-2010,30-34,137.7674267100977,Philippines,Female,2006
2005-2010,30-34,137.35241730279898,Philippines,Female,2007
2005-2010,30-34,137.7055900621118,Philippines,Female,2008
2005-2010,30-34,137.30955993930198,Philippines,Female,2009
2010-2015,30-34,127.89982164090368,Philippines,Female,2010
2010-2015,30-34,127.29289681379714,Philippines,Female,2011
2010-2015,30-34,127.81454859114433,Philippines,Female,2012
2010-2015,30-34,127.78664402942842,Philippines,Female,2013
2010-2015,30-34,127.61602671118531,Philippines,Female,2014
2015-2020,30-34,109.69617486338798,Philippines,Female,2015
2015-2020,30-34,109.50294906166219,Philippines,Female,2016
2015-2020,30-34,109.69135802469135,Philippines,Female,2017
2015-2020,30-34,109.73631457208944,Philippines,Female,2018
2015-2020,30-34,109.66859151393422,Philippines,Female,2019
2000-2005,35-39,100.90969248734916,Philippines,Female,2003
2000-2005,35-39,100.96102407336645,Philippines,Female,2004
2005-2010,35-39,84.95981975215922,Philippines,Female,2005
2005-2010,35-39,84.4123673618734,Philippines,Female,2006
2005-2010,35-39,84.80242943908539,Philippines,Female,2007
2005-2010,35-39,85.10342417889588,Philippines,Female,2008
2005-2010,35-39,85.05230769230769,Philippines,Female,2009
2010-2015,35-39,84.63557338682715,Philippines,Female,2010
2010-2015,35-39,84.39093298291722,Philippines,Female,2011
2010-2015,35-39,84.3723849372385,Philippines,Female,2012
2010-2015,35-39,84.3407874015748,Philippines,Female,2013
2010-2015,35-39,84.5811227637261,Philippines,Female,2014
2015-2020,35-39,71.58408953418028,Philippines,Female,2015
2015-2020,35-39,71.4230083234245,Philippines,Female,2016
2015-2020,35-39,71.47983635300993,Philippines,Female,2017
2015-2020,35-39,71.81849511774843,Philippines,Female,2018
2015-2020,35-39,71.77313769751693,Philippines,Female,2019
2000-2005,40-44,44.26473214285714,Philippines,Female,2003
2000-2005,40-44,44.32723311546841,Philippines,Female,2004
2005-2010,40-44,38.47422241158926,Philippines,Female,2005
2005-2010,40-44,38.62183478621835,Philippines,Female,2006
2005-2010,40-44,38.264432781590635,Philippines,Female,2007
2005-2010,40-44,38.38832288401254,Philippines,Female,2008
2005-2010,40-44,38.59612462006079,Philippines,Female,2009
2010-2015,40-44,37.104312569111684,Philippines,Female,2010
2010-2015,40-44,37.31098223994201,Philippines,Female,2011
2010-2015,40-44,37.1925,Philippines,Female,2012
2010-2015,40-44,37.363028169014086,Philippines,Female,2013
2010-2015,40-44,37.20985084980923,Philippines,Female,2014
2015-2020,40-44,31.61506989430617,Philippines,Female,2015
2015-2020,40-44,31.60763307666555,Philippines,Female,2016
2015-2020,40-44,31.67332896461337,Philippines,Female,2017
2015-2020,40-44,31.61242793081358,Philippines,Female,2018
2015-2020,40-44,31.54824561403509,Philippines,Female,2019
2000-2005,45-49,5.439543331603529,Philippines,Female,2003
2000-2005,45-49,5.343162175902389,Philippines,Female,2004
2005-2010,45-49,6.023845007451565,Philippines,Female,2005
2005-2010,45-49,6.089017900338655,Philippines,Female,2006
