"Period","age","fertility_rate","country","gender","date"
"2000-2005","15-19",15.49,"Poland","Female","2003"
"2000-2005","15-19",15.49,"Poland","Female","2004"
"2005-2010","15-19",15.941,"Poland","Female","2005"
"2005-2010","15-19",15.941,"Poland","Female","2006"
"2005-2010","15-19",15.941,"Poland","Female","2007"
"2005-2010","15-19",15.941,"Poland","Female","2008"
"2005-2010","15-19",15.941,"Poland","Female","2009"
"2010-2015","15-19",14.333,"Poland","Female","2010"
"2010-2015","15-19",14.333,"Poland","Female","2011"
"2010-2015","15-19",14.333,"Poland","Female","2012"
"2010-2015","15-19",14.333,"Poland","Female","2013"
"2010-2015","15-19",14.333,"Poland","Female","2014"
"2015-2020","15-19",10.538,"Poland","Female","2015"
"2015-2020","15-19",10.538,"Poland","Female","2016"
"2015-2020","15-19",10.538,"Poland","Female","2017"
"2015-2020","15-19",10.538,"Poland","Female","2018"
"2015-2020","15-19",10.538,"Poland","Female","2019"
"2000-2005","20-24",67.04,"Poland","Female","2003"
"2000-2005","20-24",67.04,"Poland","Female","2004"
"2005-2010","20-24",60.68,"Poland","Female","2005"
"2005-2010","20-24",60.68,"Poland","Female","2006"
"2005-2010","20-24",60.68,"Poland","Female","2007"
"2005-2010","20-24",60.68,"Poland","Female","2008"
"2005-2010","20-24",60.68,"Poland","Female","2009"
"2010-2015","20-24",51.673,"Poland","Female","2010"
"2010-2015","20-24",51.673,"Poland","Female","2011"
"2010-2015","20-24",51.673,"Poland","Female","2012"
"2010-2015","20-24",51.673,"Poland","Female","2013"
"2010-2015","20-24",51.673,"Poland","Female","2014"
"2015-2020","20-24",48.684,"Poland","Female","2015"
"2015-2020","20-24",48.684,"Poland","Female","2016"
"2015-2020","20-24",48.684,"Poland","Female","2017"
"2015-2020","20-24",48.684,"Poland","Female","2018"
"2015-2020","20-24",48.684,"Poland","Female","2019"
"2000-2005","25-29",90.04,"Poland","Female","2003"
"2000-2005","25-29",90.04,"Poland","Female","2004"
"2005-2010","25-29",92.677,"Poland","Female","2005"
"2005-2010","25-29",92.677,"Poland","Female","2006"
"2005-2010","25-29",92.677,"Poland","Female","2007"
"2005-2010","25-29",92.677,"Poland","Female","2008"
"2005-2010","25-29",92.677,"Poland","Female","2009"
"2010-2015","25-29",91.197,"Poland","Female","2010"
"2010-2015","25-29",91.197,"Poland","Female","2011"
"2010-2015","25-29",91.197,"Poland","Female","2012"
"2010-2015","25-29",91.197,"Poland","Female","2013"
"2010-2015","25-29",91.197,"Poland","Female","2014"
"2015-2020","25-29",95.892,"Poland","Female","2015"
"2015-2020","25-29",95.892,"Poland","Female","2016"
"2015-2020","25-29",95.892,"Poland","Female","2017"
"2015-2020","25-29",95.892,"Poland","Female","2018"
"2015-2020","25-29",95.892,"Poland","Female","2019"
"2000-2005","30-34",52.433,"Poland","Female","2003"
"2000-2005","30-34",52.433,"Poland","Female","2004"
"2005-2010","30-34",71.869,"Poland","Female","2005"
"2005-2010","30-34",71.869,"Poland","Female","2006"
"2005-2010","30-34",71.869,"Poland","Female","2007"
"2005-2010","30-34",71.869,"Poland","Female","2008"
"2005-2010","30-34",71.869,"Poland","Female","2009"
"2010-2015","30-34",71.069,"Poland","Female","2010"
"2010-2015","30-34",71.069,"Poland","Female","2011"
"2010-2015","30-34",71.069,"Poland","Female","2012"
"2010-2015","30-34",71.069,"Poland","Female","2013"
"2010-2015","30-34",71.069,"Poland","Female","2014"
"2015-2020","30-34",84.332,"Poland","Female","2015"
"2015-2020","30-34",84.332,"Poland","Female","2016"
"2015-2020","30-34",84.332,"Poland","Female","2017"
"2015-2020","30-34",84.332,"Poland","Female","2018"
"2015-2020","30-34",84.332,"Poland","Female","2019"
"2000-2005","35-39",21.891,"Poland","Female","2003"
"2000-2005","35-39",21.891,"Poland","Female","2004"
"2005-2010","35-39",27.912,"Poland","Female","2005"
"2005-2010","35-39",27.912,"Poland","Female","2006"
"2005-2010","35-39",27.912,"Poland","Female","2007"
"2005-2010","35-39",27.912,"Poland","Female","2008"
"2005-2010","35-39",27.912,"Poland","Female","2009"
"2010-2015","35-39",31.822,"Poland","Female","2010"
"2010-2015","35-39",31.822,"Poland","Female","2011"
"2010-2015","35-39",31.822,"Poland","Female","2012"
"2010-2015","35-39",31.822,"Poland","Female","2013"
"2010-2015","35-39",31.822,"Poland","Female","2014"
"2015-2020","35-39",36.953,"Poland","Female","2015"
"2015-2020","35-39",36.953,"Poland","Female","2016"
"2015-2020","35-39",36.953,"Poland","Female","2017"
"2015-2020","35-39",36.953,"Poland","Female","2018"
"2015-2020","35-39",36.953,"Poland","Female","2019"
"2000-2005","40-44",4.645,"Poland","Female","2003"
"2000-2005","40-44",4.645,"Poland","Female","2004"
"2005-2010","40-44",5.496,"Poland","Female","2005"
"2005-2010","40-44",5.496,"Poland","Female","2006"
"2005-2010","40-44",5.496,"Poland","Female","2007"
"2005-2010","40-44",5.496,"Poland","Female","2008"
"2005-2010","40-44",5.496,"Poland","Female","2009"
"2010-2015","40-44",6.402,"Poland","Female","2010"
"2010-2015","40-44",6.402,"Poland","Female","2011"
"2010-2015","40-44",6.402,"Poland","Female","2012"
"2010-2015","40-44",6.402,"Poland","Female","2013"
"2010-2015","40-44",6.402,"Poland","Female","2014"
"2015-2020","40-44",7.329,"Poland","Female","2015"
"2015-2020","40-44",7.329,"Poland","Female","2016"
"2015-2020","40-44",7.329,"Poland","Female","2017"
"2015-2020","40-44",7.329,"Poland","Female","2018"
"2015-2020","40-44",7.329,"Poland","Female","2019"
"2000-2005","45-49",0.201,"Poland","Female","2003"
"2000-2005","45-49",0.201,"Poland","Female","2004"
"2005-2010","45-49",0.225,"Poland","Female","2005"
"2005-2010","45-49",0.225,"Poland","Female","2006"
"2005-2010","45-49",0.225,"Poland","Female","2007"
"2005-2010","45-49",0.225,"Poland","Female","2008"
"2005-2010","45-49",0.225,"Poland","Female","2009"
"2010-2015","45-49",0.264,"Poland","Female","2010"
"2010-2015","45-49",0.264,"Poland","Female","2011"
"2010-2015","45-49",0.264,"Poland","Female","2012"
"2010-2015","45-49",0.264,"Poland","Female","2013"
"2010-2015","45-49",0.264,"Poland","Female","2014"
"2015-2020","45-49",0.312,"Poland","Female","2015"
"2015-2020","45-49",0.312,"Poland","Female","2016"
"2015-2020","45-49",0.312,"Poland","Female","2017"
"2015-2020","45-49",0.312,"Poland","Female","2018"
"2015-2020","45-49",0.312,"Poland","Female","2019"
