Period,age,fertility_rate,country,gender,date
2000-2005,15-19,32.78168546781686,Iran (Islamic Republic of),Female,2003
2000-2005,15-19,32.71227678571429,Iran (Islamic Republic of),Female,2004
2005-2010,15-19,31.556593031200183,Iran (Islamic Republic of),Female,2005
2005-2010,15-19,31.63144329896907,Iran (Islamic Republic of),Female,2006
2005-2010,15-19,31.507669831994157,Iran (Islamic Republic of),Female,2007
2005-2010,15-19,31.63415879499617,Iran (Islamic Republic of),Female,2008
2005-2010,15-19,31.58940575423501,Iran (Islamic Republic of),Female,2009
2010-2015,15-19,34.5745887691435,Iran (Islamic Republic of),Female,2010
2010-2015,15-19,34.58550464210842,Iran (Islamic Republic of),Female,2011
2010-2015,15-19,34.559873617693526,Iran (Islamic Republic of),Female,2012
2010-2015,15-19,34.601593625498005,Iran (Islamic Republic of),Female,2013
2010-2015,15-19,34.5945945945946,Iran (Islamic Republic of),Female,2014
2015-2020,15-19,40.80057388809182,Iran (Islamic Republic of),Female,2015
2015-2020,15-19,40.74301470588235,Iran (Islamic Republic of),Female,2016
2015-2020,15-19,40.63694029850746,Iran (Islamic Republic of),Female,2017
2015-2020,15-19,40.43323330832708,Iran (Islamic Republic of),Female,2018
2015-2020,15-19,40.71989528795812,Iran (Islamic Republic of),Female,2019
2000-2005,20-24,99.15825,Iran (Islamic Republic of),Female,2003
2000-2005,20-24,99.11718188353703,Iran (Islamic Republic of),Female,2004
2005-2010,20-24,88.41517753539104,Iran (Islamic Republic of),Female,2005
2005-2010,20-24,88.28773048030958,Iran (Islamic Republic of),Female,2006
2005-2010,20-24,88.33123312331233,Iran (Islamic Republic of),Female,2007
2005-2010,20-24,88.20893177737881,Iran (Islamic Republic of),Female,2008
2005-2010,20-24,88.41785310734463,Iran (Islamic Republic of),Female,2009
2010-2015,20-24,86.07978845711658,Iran (Islamic Republic of),Female,2010
2010-2015,20-24,85.83538315988648,Iran (Islamic Republic of),Female,2011
2010-2015,20-24,85.96178500986193,Iran (Islamic Republic of),Female,2012
2010-2015,20-24,85.93816575733958,Iran (Islamic Republic of),Female,2013
2010-2015,20-24,86.11798679867987,Iran (Islamic Republic of),Female,2014
2015-2020,20-24,89.35098952270081,Iran (Islamic Republic of),Female,2015
2015-2020,20-24,89.58632321373811,Iran (Islamic Republic of),Female,2016
2015-2020,20-24,89.15054803352676,Iran (Islamic Republic of),Female,2017
2015-2020,20-24,89.5801552480594,Iran (Islamic Republic of),Female,2018
2015-2020,20-24,89.31822971548999,Iran (Islamic Republic of),Female,2019
2000-2005,25-29,112.55628920435787,Iran (Islamic Republic of),Female,2003
2000-2005,25-29,112.44109330819981,Iran (Islamic Republic of),Female,2004
2005-2010,25-29,104.60638615338705,Iran (Islamic Republic of),Female,2005
2005-2010,25-29,104.90144435004248,Iran (Islamic Republic of),Female,2006
2005-2010,25-29,104.9149678111588,Iran (Islamic Republic of),Female,2007
2005-2010,25-29,104.52842212592404,Iran (Islamic Republic of),Female,2008
2005-2010,25-29,104.65200391006843,Iran (Islamic Republic of),Female,2009
2010-2015,25-29,104.38676784443918,Iran (Islamic Republic of),Female,2010
2010-2015,25-29,104.34806757694977,Iran (Islamic Republic of),Female,2011
2010-2015,25-29,104.62017804154303,Iran (Islamic Republic of),Female,2012
2010-2015,25-29,104.56837315130831,Iran (Islamic Republic of),Female,2013
2010-2015,25-29,104.40678743407476,Iran (Islamic Republic of),Female,2014
2015-2020,25-29,111.11331775700934,Iran (Islamic Republic of),Female,2015
2015-2020,25-29,111.22115384615384,Iran (Islamic Republic of),Female,2016
2015-2020,25-29,110.61748496993988,Iran (Islamic Republic of),Female,2017
2015-2020,25-29,111.05772272008434,Iran (Islamic Republic of),Female,2018
2015-2020,25-29,111.04647926523796,Iran (Islamic Republic of),Female,2019
2000-2005,30-34,81.07011070110701,Iran (Islamic Republic of),Female,2003
2000-2005,30-34,80.91209228321401,Iran (Islamic Republic of),Female,2004
2005-2010,30-34,82.15201535508638,Iran (Islamic Republic of),Female,2005
2005-2010,30-34,82.06203840472674,Iran (Islamic Republic of),Female,2006
2005-2010,30-34,82.14007782101167,Iran (Islamic Republic of),Female,2007
2005-2010,30-34,82.29483282674772,Iran (Islamic Republic of),Female,2008
2005-2010,30-34,82.17213642213642,Iran (Islamic Republic of),Female,2009
2010-2015,30-34,91.6988062442608,Iran (Islamic Republic of),Female,2010
2010-2015,30-34,91.5073763378652,Iran (Islamic Republic of),Female,2011
2010-2015,30-34,91.3591145121618,Iran (Islamic Republic of),Female,2012
2010-2015,30-34,91.2699481865285,Iran (Islamic Republic of),Female,2013
2010-2015,30-34,91.1818632309217,Iran (Islamic Republic of),Female,2014
2015-2020,30-34,108.14234363767073,Iran (Islamic Republic of),Female,2015
2015-2020,30-34,107.94315789473684,Iran (Islamic Republic of),Female,2016
2015-2020,30-34,108.1565959409594,Iran (Islamic Republic of),Female,2017
2015-2020,30-34,108.25579793340988,Iran (Islamic Republic of),Female,2018
2015-2020,30-34,108.34288354898337,Iran (Islamic Republic of),Female,2019
2000-2005,35-39,41.364922206506364,Iran (Islamic Republic of),Female,2003
2000-2005,35-39,41.39536995006809,Iran (Islamic Republic of),Female,2004
2005-2010,35-39,41.88142292490119,Iran (Islamic Republic of),Female,2005
2005-2010,35-39,41.449486301369866,Iran (Islamic Republic of),Female,2006
2005-2010,35-39,41.998744244453746,Iran (Islamic Republic of),Female,2007
2005-2010,35-39,41.56001638672675,Iran (Islamic Republic of),Female,2008
2005-2010,35-39,41.9028,Iran (Islamic Republic of),Female,2009
2010-2015,35-39,48.798834951456314,Iran (Islamic Republic of),Female,2010
2010-2015,35-39,48.767563527653216,Iran (Islamic Republic of),Female,2011
2010-2015,35-39,49.0010752688172,Iran (Islamic Republic of),Female,2012
2010-2015,35-39,48.96816158849709,Iran (Islamic Republic of),Female,2013
2010-2015,35-39,48.821882123086944,Iran (Islamic Republic of),Female,2014
2015-2020,35-39,61.34362457548626,Iran (Islamic Republic of),Female,2015
2015-2020,35-39,61.29497663551402,Iran (Islamic Republic of),Female,2016
2015-2020,35-39,61.293079680176454,Iran (Islamic Republic of),Female,2017
2015-2020,35-39,61.269451697127934,Iran (Islamic Republic of),Female,2018
2015-2020,35-39,61.34604836699078,Iran (Islamic Republic of),Female,2019
