X.1,X,age,gender,death.x,death.y,death,child_age,nb_c,orphans
1,1,0-9,Female,0,0,0,0,0,0
1,1,0-9,Female,0,0,0,1,0,0
1,1,0-9,Female,0,0,0,2,0,0
1,1,0-9,Female,0,0,0,3,0,0
1,1,0-9,Female,0,0,0,4,0,0
1,1,0-9,Female,0,0,0,5,0,0
1,1,0-9,Female,0,0,0,6,0,0
1,1,0-9,Female,0,0,0,7,0,0
1,1,0-9,Female,0,0,0,8,0,0
1,1,0-9,Female,0,0,0,9,0,0
1,1,0-9,Female,0,0,0,10,0,0
1,1,0-9,Female,0,0,0,11,0,0
1,1,0-9,Female,0,0,0,12,0,0
1,1,0-9,Female,0,0,0,13,0,0
1,1,0-9,Female,0,0,0,14,0,0
1,1,0-9,Female,0,0,0,15,0,0
1,1,0-9,Female,0,0,0,16,0,0
1,1,0-9,Female,0,0,0,17,0,0
11,11,0-9,Male,0,0,0,0,0,0
11,11,0-9,Male,0,0,0,1,0,0
11,11,0-9,Male,0,0,0,2,0,0
11,11,0-9,Male,0,0,0,3,0,0
11,11,0-9,Male,0,0,0,4,0,0
11,11,0-9,Male,0,0,0,5,0,0
11,11,0-9,Male,0,0,0,6,0,0
11,11,0-9,Male,0,0,0,7,0,0
11,11,0-9,Male,0,0,0,8,0,0
11,11,0-9,Male,0,0,0,9,0,0
11,11,0-9,Male,0,0,0,10,0,0
11,11,0-9,Male,0,0,0,11,0,0
11,11,0-9,Male,0,0,0,12,0,0
11,11,0-9,Male,0,0,0,13,0,0
11,11,0-9,Male,0,0,0,14,0,0
11,11,0-9,Male,0,0,0,15,0,0
11,11,0-9,Male,0,0,0,16,0,0
11,11,0-9,Male,0,0,0,17,0,0
2,2,10-19,Female,23.1171232876712,47.6,15,0,0.00527322688175705,0
2,2,10-19,Female,23.1171232876712,47.6,15,1,0.00421852289545596,0
2,2,10-19,Female,23.1171232876712,47.6,15,2,0.0031209385255112103,0
2,2,10-19,Female,23.1171232876712,47.6,15,3,0.00208117355880864,0
2,2,10-19,Female,23.1171232876712,47.6,15,4,0.0010428750969580102,0
2,2,10-19,Female,23.1171232876712,47.6,15,5,0,0
2,2,10-19,Female,23.1171232876712,47.6,15,6,0,0
2,2,10-19,Female,23.1171232876712,47.6,15,7,0,0
2,2,10-19,Female,23.1171232876712,47.6,15,8,0,0
2,2,10-19,Female,23.1171232876712,47.6,15,9,0,0
2,2,10-19,Female,23.1171232876712,47.6,15,10,0,0
2,2,10-19,Female,23.1171232876712,47.6,15,11,0,0
2,2,10-19,Female,23.1171232876712,47.6,15,12,0,0
2,2,10-19,Female,23.1171232876712,47.6,15,13,0,0
2,2,10-19,Female,23.1171232876712,47.6,15,14,0,0
2,2,10-19,Female,23.1171232876712,47.6,15,15,0,0
2,2,10-19,Female,23.1171232876712,47.6,15,16,0,0
2,2,10-19,Female,23.1171232876712,47.6,15,17,0,0
12,12,10-19,Male,23.1171232876712,1,0,0,7.64740149197175e-4,0
12,12,10-19,Male,23.1171232876712,1,0,1,6.11783619556256e-4,0
12,12,10-19,Male,23.1171232876712,1,0,2,4.58805114031425e-4,0
12,12,10-19,Male,23.1171232876712,1,0,3,3.05848157931028e-4,0
12,12,10-19,Male,23.1171232876712,1,0,4,1.66839427222787e-4,0
12,12,10-19,Male,23.1171232876712,1,0,5,0,0
12,12,10-19,Male,23.1171232876712,1,0,6,0,0
12,12,10-19,Male,23.1171232876712,1,0,7,0,0
12,12,10-19,Male,23.1171232876712,1,0,8,0,0
12,12,10-19,Male,23.1171232876712,1,0,9,0,0
12,12,10-19,Male,23.1171232876712,1,0,10,0,0
12,12,10-19,Male,23.1171232876712,1,0,11,0,0
12,12,10-19,Male,23.1171232876712,1,0,12,0,0
12,12,10-19,Male,23.1171232876712,1,0,13,0,0
12,12,10-19,Male,23.1171232876712,1,0,14,0,0
12,12,10-19,Male,23.1171232876712,1,0,15,0,0
12,12,10-19,Male,23.1171232876712,1,0,16,0,0
12,12,10-19,Male,23.1171232876712,1,0,17,0,0
3,3,20-29,Female,0,130,122,0,0.0719537869352969,9
3,3,20-29,Female,0,130,122,1,0.06346640160186574,8
3,3,20-29,Female,0,130,122,2,0.05484006677877914,7
3,3,20-29,Female,0,130,122,3,0.04630567458233329,6
3,3,20-29,Female,0,130,122,4,0.03794936828805756,5
3,3,20-29,Female,0,130,122,5,0.02962382171126475,4
3,3,20-29,Female,0,130,122,6,0.02781701288284442,3
3,3,20-29,Female,0,130,122,7,0.02261273840775855,3
3,3,20-29,Female,0,130,122,8,0.01739146416038717,2
3,3,20-29,Female,0,130,122,9,0.012293303493424751,1
3,3,20-29,Female,0,130,122,10,0.0071577033897725,1
3,3,20-29,Female,0,130,122,11,0.00644128214269916,1
3,3,20-29,Female,0,130,122,12,0.00474332254618089,1
3,3,20-29,Female,0,130,122,13,0.0031361197861782203,0
3,3,20-29,Female,0,130,122,14,0.0015875967090995002,0
3,3,20-29,Female,0,130,122,15,0,0
3,3,20-29,Female,0,130,122,16,0,0
3,3,20-29,Female,0,130,122,17,0,0
13,13,20-29,Male,23.1171232876712,1344.8,1348,0,0.0470119526560127,63
13,13,20-29,Male,23.1171232876712,1344.8,1348,1,0.04002681678363574,54
13,13,20-29,Male,23.1171232876712,1344.8,1348,2,0.03303998638825427,45
13,13,20-29,Male,23.1171232876712,1344.8,1348,3,0.02605413279178751,35
13,13,20-29,Male,23.1171232876712,1344.8,1348,4,0.018191627237786268,25
13,13,20-29,Male,23.1171232876712,1344.8,1348,5,0.011616376618746975,16
13,13,20-29,Male,23.1171232876712,1344.8,1348,6,0.009456361457174031,13
13,13,20-29,Male,23.1171232876712,1344.8,1348,7,0.008202171128695524,11
13,13,20-29,Male,23.1171232876712,1344.8,1348,8,0.005787069568048285,8
13,13,20-29,Male,23.1171232876712,1344.8,1348,9,0.00330047079051061,4
13,13,20-29,Male,23.1171232876712,1344.8,1348,10,9.7188917015125e-4,1
13,13,20-29,Male,23.1171232876712,1344.8,1348,11,8.59504607663928e-4,1
13,13,20-29,Male,23.1171232876712,1344.8,1348,12,6.44656842252771e-4,1
13,13,20-29,Male,23.1171232876712,1344.8,1348,13,3.9525804012525794e-4,1
13,13,20-29,Male,23.1171232876712,1344.8,1348,14,1.97636431055646e-4,0
13,13,20-29,Male,23.1171232876712,1344.8,1348,15,0,0
13,13,20-29,Male,23.1171232876712,1344.8,1348,16,0,0
13,13,20-29,Male,23.1171232876712,1344.8,1348,17,0,0
4,4,30-39,Female,323.639726027397,795.4,473,0,0.06038929309132085,29
4,4,30-39,Female,323.639726027397,795.4,473,1,0.06626497040028591,31
4,4,30-39,Female,323.639726027397,795.4,473,2,0.07201105258334331,34
4,4,30-39,Female,323.639726027397,795.4,473,3,0.07831196307855229,37
4,4,30-39,Female,323.639726027397,795.4,473,4,0.08415391847734954,40
4,4,30-39,Female,323.639726027397,795.4,473,5,0.0900840553787063,43
4,4,30-39,Female,323.639726027397,795.4,473,6,0.07908294467524117,37
4,4,30-39,Female,323.639726027397,795.4,473,7,0.07725762547403425,37
4,4,30-39,Female,323.639726027397,795.4,473,8,0.07501948443404072,35
4,4,30-39,Female,323.639726027397,795.4,473,9,0.07287475116241436,34
4,4,30-39,Female,323.639726027397,795.4,473,10,0.0715129870186566,34
4,4,30-39,Female,323.639726027397,795.4,473,11,0.06923434363527016,33
4,4,30-39,Female,323.639726027397,795.4,473,12,0.06103900619281158,29
4,4,30-39,Female,323.639726027397,795.4,473,13,0.05348016761414915,25
4,4,30-39,Female,323.639726027397,795.4,473,14,0.04596682913968399,22
4,4,30-39,Female,323.639726027397,795.4,473,15,0.0382042368848685,18
4,4,30-39,Female,323.639726027397,795.4,473,16,0.034366976594858115,16
4,4,30-39,Female,323.639726027397,795.4,473,17,0.027924549978991818,13
14,14,30-39,Male,300.522602739726,5492.8,5334,0,0.0697570248866925,372
14,14,30-39,Male,300.522602739726,5492.8,5334,1,0.071763241417303,383
14,14,30-39,Male,300.522602739726,5492.8,5334,2,0.0737651856784543,393
14,14,30-39,Male,300.522602739726,5492.8,5334,3,0.07576679905246012,404
14,14,30-39,Male,300.522602739726,5492.8,5334,4,0.0724367510995285,386
14,14,30-39,Male,300.522602739726,5492.8,5334,5,0.07097368004068845,379
14,14,30-39,Male,300.522602739726,5492.8,5334,6,0.06536364274915167,349
14,14,30-39,Male,300.522602739726,5492.8,5334,7,0.06384710337134164,341
14,14,30-39,Male,300.522602739726,5492.8,5334,8,0.058423682211413,312
14,14,30-39,Male,300.522602739726,5492.8,5334,9,0.053492192294952806,285
14,14,30-39,Male,300.522602739726,5492.8,5334,10,0.0523453773315087,279
14,14,30-39,Male,300.522602739726,5492.8,5334,11,0.04673470806390043,249
14,14,30-39,Male,300.522602739726,5492.8,5334,12,0.03909780003286584,209
14,14,30-39,Male,300.522602739726,5492.8,5334,13,0.030634707943132607,163
14,14,30-39,Male,300.522602739726,5492.8,5334,14,0.023221080566760924,124
14,14,30-39,Male,300.522602739726,5492.8,5334,15,0.015775835029173475,84
14,14,30-39,Male,300.522602739726,5492.8,5334,16,0.012819025442385126,68
14,14,30-39,Male,300.522602739726,5492.8,5334,17,0.00986176225738783,53
5,5,40-49,Female,531.693835616438,23,0,0,0.003776931358279518,0
5,5,40-49,Female,531.693835616438,23,0,1,0.007410374948413869,0
5,5,40-49,Female,531.693835616438,23,0,2,0.01102874843928904,0
5,5,40-49,Female,531.693835616438,23,0,3,0.014791922105640776,0
5,5,40-49,Female,531.693835616438,23,0,4,0.01848196766638127,0
5,5,40-49,Female,531.693835616438,23,0,5,0.02207659219183218,0
5,5,40-49,Female,531.693835616438,23,0,6,0.025638775055965464,0
5,5,40-49,Female,531.693835616438,23,0,7,0.032055131392762025,0
5,5,40-49,Female,531.693835616438,23,0,8,0.038681094752814,0
5,5,40-49,Female,531.693835616438,23,0,9,0.04503465894365935,0
5,5,40-49,Female,531.693835616438,23,0,10,0.05150370452875065,0
5,5,40-49,Female,531.693835616438,23,0,11,0.056463426558097676,0
5,5,40-49,Female,531.693835616438,23,0,12,0.0628665393546498,0
5,5,40-49,Female,531.693835616438,23,0,13,0.06915445811562025,0
5,5,40-49,Female,531.693835616438,23,0,14,0.07583804336446408,0
5,5,40-49,Female,531.693835616438,23,0,15,0.08218160956148801,0
5,5,40-49,Female,531.693835616438,23,0,16,0.07245419444399391,0
5,5,40-49,Female,531.693835616438,23,0,17,0.07413389556509181,0
15,15,40-49,Male,1040.27054794521,8055.4,6855,0,0.01307566065070253,90
15,15,40-49,Male,1040.27054794521,8055.4,6855,1,0.01763055509078818,121
15,15,40-49,Male,1040.27054794521,8055.4,6855,2,0.022184054895189566,152
15,15,40-49,Male,1040.27054794521,8055.4,6855,3,0.026736891304830483,183
15,15,40-49,Male,1040.27054794521,8055.4,6855,4,0.029384403390840017,201
15,15,40-49,Male,1040.27054794521,8055.4,6855,5,0.0315497029813094,216
15,15,40-49,Male,1040.27054794521,8055.4,6855,6,0.03756217299140847,257
15,15,40-49,Male,1040.27054794521,8055.4,6855,7,0.04382241373140308,300
15,15,40-49,Male,1040.27054794521,8055.4,6855,8,0.04996062346974141,342
15,15,40-49,Male,1040.27054794521,8055.4,6855,9,0.056364438755652065,386
15,15,40-49,Male,1040.27054794521,8055.4,6855,10,0.0665920615706412,456
15,15,40-49,Male,1040.27054794521,8055.4,6855,11,0.06936739472625705,476
15,15,40-49,Male,1040.27054794521,8055.4,6855,12,0.07267770183492574,498
15,15,40-49,Male,1040.27054794521,8055.4,6855,13,0.07121580631041696,488
15,15,40-49,Male,1040.27054794521,8055.4,6855,14,0.07480775411604593,513
15,15,40-49,Male,1040.27054794521,8055.4,6855,15,0.0782459075811347,536
15,15,40-49,Male,1040.27054794521,8055.4,6855,16,0.0731586649388831,502
15,15,40-49,Male,1040.27054794521,8055.4,6855,17,0.06807092607252169,467
6,6,50-59,Female,1433.26164383562,62,0,0,0,0
6,6,50-59,Female,1433.26164383562,62,0,1,3.10040042598509e-5,0
6,6,50-59,Female,1433.26164383562,62,0,2,6.0346054138783396e-5,0
6,6,50-59,Female,1433.26164383562,62,0,3,9.71731993187217e-5,0
6,6,50-59,Female,1433.26164383562,62,0,4,1.269852104987968e-4,0
6,6,50-59,Female,1433.26164383562,62,0,5,1.56715673492388e-4,0
6,6,50-59,Female,1433.26164383562,62,0,6,7.77623839636926e-4,0
6,6,50-59,Female,1433.26164383562,62,0,7,0.00139491288941714,0
6,6,50-59,Female,1433.26164383562,62,0,8,0.002056073643279394,0
6,6,50-59,Female,1433.26164383562,62,0,9,0.002733391904231187,0
6,6,50-59,Female,1433.26164383562,62,0,10,0.0033113447473860653,0
6,6,50-59,Female,1433.26164383562,62,0,11,0.005629807982971341,0
6,6,50-59,Female,1433.26164383562,62,0,12,0.008414410222753977,0
6,6,50-59,Female,1433.26164383562,62,0,13,0.011148377235740298,0
6,6,50-59,Female,1433.26164383562,62,0,14,0.013889693861783238,0
6,6,50-59,Female,1433.26164383562,62,0,15,0.016553907707301346,0
6,6,50-59,Female,1433.26164383562,62,0,16,0.018006154982002538,0
6,6,50-59,Female,1433.26164383562,62,0,17,0.022804914053659607,0
