Period,age,fertility_rate,country,gender,date
2000-2005,15-19,76.08812186656382,Mexico,Female,2003
2000-2005,15-19,76.19627424620703,Mexico,Female,2004
2005-2010,15-19,70.18960244648318,Mexico,Female,2005
2005-2010,15-19,70.24734647460197,Mexico,Female,2006
2005-2010,15-19,70.49427874695179,Mexico,Female,2007
2005-2010,15-19,70.15996292863763,Mexico,Female,2008
2005-2010,15-19,70.38943894389439,Mexico,Female,2009
2010-2015,15-19,66.07949790794979,Mexico,Female,2010
2010-2015,15-19,66.03750679470919,Mexico,Female,2011
2010-2015,15-19,65.90065264684554,Mexico,Female,2012
2010-2015,15-19,65.82684612586395,Mexico,Female,2013
2010-2015,15-19,65.90839416058394,Mexico,Female,2014
2015-2020,15-19,60.29385964912281,Mexico,Female,2015
2015-2020,15-19,60.33004566210046,Mexico,Female,2016
2015-2020,15-19,60.38064868804665,Mexico,Female,2017
2015-2020,15-19,60.42426443879404,Mexico,Female,2018
2015-2020,15-19,60.35091535254667,Mexico,Female,2019
2000-2005,20-24,140.72444352844187,Mexico,Female,2003
2000-2005,20-24,140.82311949169912,Mexico,Female,2004
2005-2010,20-24,132.78658785161028,Mexico,Female,2005
2005-2010,20-24,132.67232323232324,Mexico,Female,2006
2005-2010,20-24,132.8219863836604,Mexico,Female,2007
2005-2010,20-24,132.77843954734962,Mexico,Female,2008
2005-2010,20-24,132.6325526471167,Mexico,Female,2009
2010-2015,20-24,126.63099415204678,Mexico,Female,2010
2010-2015,20-24,126.4226923076923,Mexico,Female,2011
2010-2015,20-24,126.46598446086792,Mexico,Female,2012
2010-2015,20-24,126.30891422164082,Mexico,Female,2013
2010-2015,20-24,126.42960088691795,Mexico,Female,2014
2015-2020,20-24,118.59391049156272,Mexico,Female,2015
2015-2020,20-24,118.67111273524576,Mexico,Female,2016
2015-2020,20-24,118.64236111111111,Mexico,Female,2017
2015-2020,20-24,119.04856148066703,Mexico,Female,2018
2015-2020,20-24,118.93495038588755,Mexico,Female,2019
2000-2005,25-29,142.5597014925373,Mexico,Female,2003
2000-2005,25-29,142.26020519537218,Mexico,Female,2004
2005-2010,25-29,132.53389830508473,Mexico,Female,2005
2005-2010,25-29,132.33225667527992,Mexico,Female,2006
2005-2010,25-29,132.5953954380729,Mexico,Female,2007
2005-2010,25-29,132.0970259438937,Mexico,Female,2008
2005-2010,25-29,132.35526315789474,Mexico,Female,2009
2010-2015,25-29,127.58716356107661,Mexico,Female,2010
2010-2015,25-29,127.54079540795408,Mexico,Female,2011
2010-2015,25-29,127.57221206581353,Mexico,Female,2012
2010-2015,25-29,127.5968196457327,Mexico,Female,2013
2010-2015,25-29,127.56266188483762,Mexico,Female,2014
2015-2020,25-29,120.73429190466811,Mexico,Female,2015
2015-2020,25-29,120.6520979020979,Mexico,Female,2016
2015-2020,25-29,120.40168324407038,Mexico,Female,2017
2015-2020,25-29,120.63896740154513,Mexico,Female,2018
2015-2020,25-29,120.7434369763545,Mexico,Female,2019
2000-2005,30-34,95.29657976560631,Mexico,Female,2003
2000-2005,30-34,95.45905474964904,Mexico,Female,2004
2005-2010,30-34,86.4349724264706,Mexico,Female,2005
2005-2010,30-34,86.33378684807256,Mexico,Female,2006
2005-2010,30-34,86.59066427289048,Mexico,Female,2007
2005-2010,30-34,86.40832220738763,Mexico,Female,2008
2005-2010,30-34,86.48532332818363,Mexico,Female,2009
2010-2015,30-34,83.10264828189976,Mexico,Female,2010
2010-2015,30-34,83.10316428261812,Mexico,Female,2011
2010-2015,30-34,82.90852480137427,Mexico,Female,2012
2010-2015,30-34,83.03255319148936,Mexico,Female,2013
2010-2015,30-34,82.74857624973635,Mexico,Female,2014
2015-2020,30-34,78.09537753608032,Mexico,Female,2015
2015-2020,30-34,78.10379117464264,Mexico,Female,2016
2015-2020,30-34,77.97702092736972,Mexico,Female,2017
2015-2020,30-34,77.888730964467,Mexico,Female,2018
2015-2020,30-34,77.95200803212852,Mexico,Female,2019
2000-2005,35-39,53.042137152299645,Mexico,Female,2003
2000-2005,35-39,53.07119914346895,Mexico,Female,2004
2005-2010,35-39,46.638043195420245,Mexico,Female,2005
2005-2010,35-39,46.558569979716026,Mexico,Female,2006
2005-2010,35-39,46.58246913580247,Mexico,Female,2007
2005-2010,35-39,46.5196243679268,Mexico,Female,2008
2005-2010,35-39,46.47679623085983,Mexico,Female,2009
2010-2015,35-39,43.8803794539565,Mexico,Female,2010
2010-2015,35-39,43.832421340629274,Mexico,Female,2011
2010-2015,35-39,44.050958286358515,Mexico,Female,2012
2010-2015,35-39,44.0843023255814,Mexico,Female,2013
2010-2015,35-39,44.117151098291544,Mexico,Female,2014
2015-2020,35-39,40.179797535211264,Mexico,Female,2015
2015-2020,35-39,40.243449781659386,Mexico,Female,2016
2015-2020,35-39,40.267806884607054,Mexico,Female,2017
