Period,age,fertility_rate,country,gender,date
2000-2005,15-19,32.78323379783234,Iran (Islamic Republic of),Female,2003
2000-2005,15-19,32.74888392857143,Iran (Islamic Republic of),Female,2004
2005-2010,15-19,31.401730813026646,Iran (Islamic Republic of),Female,2005
2005-2010,15-19,31.417994376757264,Iran (Islamic Republic of),Female,2006
2005-2010,15-19,31.62965668371074,Iran (Islamic Republic of),Female,2007
2005-2010,15-19,31.34643860097013,Iran (Islamic Republic of),Female,2008
2005-2010,15-19,31.424845388545307,Iran (Islamic Republic of),Female,2009
2010-2015,15-19,34.52580828133863,Iran (Islamic Republic of),Female,2010
2010-2015,15-19,34.56454028152142,Iran (Islamic Republic of),Female,2011
2010-2015,15-19,34.65592417061611,Iran (Islamic Republic of),Female,2012
2010-2015,15-19,34.624169986719785,Iran (Islamic Republic of),Female,2013
2010-2015,15-19,34.522869022869024,Iran (Islamic Republic of),Female,2014
2015-2020,15-19,40.74964131994261,Iran (Islamic Republic of),Female,2015
2015-2020,15-19,40.76691176470588,Iran (Islamic Republic of),Female,2016
2015-2020,15-19,40.68171641791045,Iran (Islamic Republic of),Female,2017
2015-2020,15-19,40.637659414853715,Iran (Islamic Republic of),Female,2018
2015-2020,15-19,40.69783096484667,Iran (Islamic Republic of),Female,2019
2000-2005,20-24,98.89225,Iran (Islamic Republic of),Female,2003
2000-2005,20-24,99.28971962616822,Iran (Islamic Republic of),Female,2004
2005-2010,20-24,88.45718264098399,Iran (Islamic Republic of),Female,2005
2005-2010,20-24,88.3662645117232,Iran (Islamic Republic of),Female,2006
2005-2010,20-24,88.39131413141314,Iran (Islamic Republic of),Female,2007
2005-2010,20-24,88.39923698384202,Iran (Islamic Republic of),Female,2008
2005-2010,20-24,88.33898305084746,Iran (Islamic Republic of),Female,2009
2010-2015,20-24,85.89790756495746,Iran (Islamic Republic of),Female,2010
2010-2015,20-24,85.92880794701986,Iran (Islamic Republic of),Female,2011
2010-2015,20-24,86.02071005917159,Iran (Islamic Republic of),Female,2012
2010-2015,20-24,86.04416731618602,Iran (Islamic Republic of),Female,2013
2010-2015,20-24,86.22964796479648,Iran (Islamic Republic of),Female,2014
2015-2020,20-24,89.28521536670547,Iran (Islamic Republic of),Female,2015
2015-2020,20-24,89.63262802821221,Iran (Islamic Republic of),Female,2016
2015-2020,20-24,89.33655705996132,Iran (Islamic Republic of),Female,2017
