country,year,age,gender,value,pop,fertility_rate
Italy,2017,35-39,Male,127129,1957,64.96116504854369
Italy,2017,40-44,Male,75344,2297,32.80104484109708
Italy,2017,45-49,Male,25445,2450,10.385714285714286
Italy,2017,50-54,Male,7139,2383,2.9958036088963493
Italy,2017,55-59,Male,1872,2085,0.897841726618705
Italy,2017,60-64,Male,547,1788,0.30592841163310963
Italy,2017,65+,Male,235,5904,0.039803523035230354
Italy,2018,15-19,Male,1168,1481,0.7886563133018231
Italy,2018,20-24,Male,12614,1551,8.132817537072857
Italy,2018,25-29,Male,54021,1638,32.97985347985348
Italy,2018,30-34,Male,118352,1737,68.13586643638457
Italy,2018,35-39,Male,127129,1957,64.96116504854369
Italy,2018,40-44,Male,75344,2297,32.80104484109708
Italy,2018,45-49,Male,25445,2450,10.385714285714286
Italy,2018,50-54,Male,7139,2383,2.9958036088963493
Italy,2018,55-59,Male,1872,2085,0.897841726618705
Italy,2018,60-64,Male,547,1788,0.30592841163310963
Italy,2018,65+,Male,235,5904,0.039803523035230354
Italy,2019,15-19,Male,1168,1481,0.7886563133018231
Italy,2019,20-24,Male,12614,1551,8.132817537072857
Italy,2019,25-29,Male,54021,1638,32.97985347985348
Italy,2019,30-34,Male,118352,1737,68.13586643638457
Italy,2019,35-39,Male,127129,1957,64.96116504854369
Italy,2019,40-44,Male,75344,2297,32.80104484109708
Italy,2019,45-49,Male,25445,2450,10.385714285714286
Italy,2019,50-54,Male,7139,2383,2.9958036088963493
Italy,2019,55-59,Male,1872,2085,0.897841726618705
Italy,2019,60-64,Male,547,1788,0.30592841163310963
Italy,2019,65+,Male,235,5904,0.039803523035230354
Italy,2020,15-19,Male,1168,1481,0.7886563133018231
Italy,2020,20-24,Male,12614,1551,8.132817537072857
Italy,2020,25-29,Male,54021,1638,32.97985347985348
Italy,2020,30-34,Male,118352,1737,68.13586643638457
Italy,2020,35-39,Male,127129,1957,64.96116504854369
Italy,2020,40-44,Male,75344,2297,32.80104484109708
Italy,2020,45-49,Male,25445,2450,10.385714285714286
Italy,2020,50-54,Male,7139,2383,2.9958036088963493
Italy,2020,55-59,Male,1872,2085,0.897841726618705
Italy,2020,60-64,Male,547,1788,0.30592841163310963
Italy,2020,65+,Male,235,5904,0.039803523035230354
