"Period","age","fertility_rate","country","gender","date"
"2000-2005","15-19",76.14,"Mexico","Female","2003"
"2000-2005","15-19",76.14,"Mexico","Female","2004"
"2005-2010","15-19",70.295,"Mexico","Female","2005"
"2005-2010","15-19",70.295,"Mexico","Female","2006"
"2005-2010","15-19",70.295,"Mexico","Female","2007"
"2005-2010","15-19",70.295,"Mexico","Female","2008"
"2005-2010","15-19",70.295,"Mexico","Female","2009"
"2010-2015","15-19",65.97,"Mexico","Female","2010"
"2010-2015","15-19",65.97,"Mexico","Female","2011"
"2010-2015","15-19",65.97,"Mexico","Female","2012"
"2010-2015","15-19",65.97,"Mexico","Female","2013"
"2010-2015","15-19",65.97,"Mexico","Female","2014"
"2015-2020","15-19",60.365,"Mexico","Female","2015"
"2015-2020","15-19",60.365,"Mexico","Female","2016"
"2015-2020","15-19",60.365,"Mexico","Female","2017"
"2015-2020","15-19",60.365,"Mexico","Female","2018"
"2015-2020","15-19",60.365,"Mexico","Female","2019"
"2000-2005","20-24",140.889,"Mexico","Female","2003"
"2000-2005","20-24",140.889,"Mexico","Female","2004"
"2005-2010","20-24",132.681,"Mexico","Female","2005"
"2005-2010","20-24",132.681,"Mexico","Female","2006"
"2005-2010","20-24",132.681,"Mexico","Female","2007"
"2005-2010","20-24",132.681,"Mexico","Female","2008"
"2005-2010","20-24",132.681,"Mexico","Female","2009"
"2010-2015","20-24",126.404,"Mexico","Female","2010"
"2010-2015","20-24",126.404,"Mexico","Female","2011"
"2010-2015","20-24",126.404,"Mexico","Female","2012"
"2010-2015","20-24",126.404,"Mexico","Female","2013"
"2010-2015","20-24",126.404,"Mexico","Female","2014"
"2015-2020","20-24",118.714,"Mexico","Female","2015"
"2015-2020","20-24",118.714,"Mexico","Female","2016"
"2015-2020","20-24",118.714,"Mexico","Female","2017"
"2015-2020","20-24",118.714,"Mexico","Female","2018"
"2015-2020","20-24",118.714,"Mexico","Female","2019"
"2000-2005","25-29",142.429,"Mexico","Female","2003"
"2000-2005","25-29",142.429,"Mexico","Female","2004"
"2005-2010","25-29",132.373,"Mexico","Female","2005"
"2005-2010","25-29",132.373,"Mexico","Female","2006"
"2005-2010","25-29",132.373,"Mexico","Female","2007"
"2005-2010","25-29",132.373,"Mexico","Female","2008"
"2005-2010","25-29",132.373,"Mexico","Female","2009"
"2010-2015","25-29",127.53,"Mexico","Female","2010"
"2010-2015","25-29",127.53,"Mexico","Female","2011"
"2010-2015","25-29",127.53,"Mexico","Female","2012"
"2010-2015","25-29",127.53,"Mexico","Female","2013"
"2010-2015","25-29",127.53,"Mexico","Female","2014"
"2015-2020","25-29",120.658,"Mexico","Female","2015"
"2015-2020","25-29",120.658,"Mexico","Female","2016"
