Period,age,fertility_rate,country,gender,date
2000-2005,15-19,53.8372849837285,Philippines,Female,2003
2000-2005,15-19,53.756036446469246,Philippines,Female,2004
2005-2010,15-19,54.557494407158835,Philippines,Female,2005
2005-2010,15-19,54.482146817476156,Philippines,Female,2006
2005-2010,15-19,54.75071318850121,Philippines,Female,2007
2005-2010,15-19,54.415946413137426,Philippines,Female,2008
2005-2010,15-19,54.6499894000424,Philippines,Female,2009
2010-2015,15-19,57.28238719068413,Philippines,Female,2010
2010-2015,15-19,57.40772708590218,Philippines,Female,2011
2010-2015,15-19,57.355410637864274,Philippines,Female,2012
2010-2015,15-19,57.223145520875555,Philippines,Female,2013
2010-2015,15-19,57.32183212267958,Philippines,Female,2014
2015-2020,15-19,54.3028536977492,Philippines,Female,2015
2015-2020,15-19,54.19795427196149,Philippines,Female,2016
2015-2020,15-19,54.08126501200961,Philippines,Female,2017
2015-2020,15-19,54.10399201596806,Philippines,Female,2018
2015-2020,15-19,54.120898787035195,Philippines,Female,2019
2000-2005,20-24,184.76009564293304,Philippines,Female,2003
2000-2005,20-24,184.99739379723744,Philippines,Female,2004
2005-2010,20-24,164.5851851851852,Philippines,Female,2005
2005-2010,20-24,164.7644544997486,Philippines,Female,2006
2005-2010,20-24,164.9695242814668,Philippines,Female,2007
2005-2010,20-24,164.7635696821516,Philippines,Female,2008
2005-2010,20-24,164.81370656370657,Philippines,Female,2009
2010-2015,20-24,148.62143536121673,Philippines,Female,2010
2010-2015,20-24,148.7207792207792,Philippines,Female,2011
2010-2015,20-24,148.76738934056007,Philippines,Female,2012
2010-2015,20-24,148.53981522217333,Philippines,Female,2013
2010-2015,20-24,148.55923457321006,Philippines,Female,2014
2015-2020,20-24,123.87035472972973,Philippines,Female,2015
2015-2020,20-24,123.61108795331388,Philippines,Female,2016
2015-2020,20-24,123.85218827415359,Philippines,Female,2017
2015-2020,20-24,123.75364102564103,Philippines,Female,2018
2015-2020,20-24,123.73570261437908,Philippines,Female,2019
2000-2005,25-29,201.10103155339806,Philippines,Female,2003
2000-2005,25-29,201.22192513368984,Philippines,Female,2004
2005-2010,25-29,173.77133702301194,Philippines,Female,2005
2005-2010,25-29,173.8590182648402,Philippines,Female,2006
2005-2010,25-29,173.53673583847447,Philippines,Female,2007
2005-2010,25-29,173.52154696132595,Philippines,Female,2008
2005-2010,25-29,174.37254901960785,Philippines,Female,2009
2010-2015,25-29,147.56176154672394,Philippines,Female,2010
2010-2015,25-29,147.67167721518987,Philippines,Female,2011
2010-2015,25-29,147.72433410912853,Philippines,Female,2012
2010-2015,25-29,147.5582573454914,Philippines,Female,2013
2010-2015,25-29,147.61654694079763,Philippines,Female,2014
2015-2020,25-29,117.90423216444982,Philippines,Female,2015
2015-2020,25-29,117.56354633341194,Philippines,Female,2016
2015-2020,25-29,117.8550791102958,Philippines,Female,2017
2015-2020,25-29,117.63855421686748,Philippines,Female,2018
2015-2020,25-29,117.88126361655773,Philippines,Female,2019
2000-2005,30-34,149.96334716459197,Philippines,Female,2003
2000-2005,30-34,149.41828066598708,Philippines,Female,2004
2005-2010,30-34,137.63942628418945,Philippines,Female,2005
2005-2010,30-34,137.44788273615634,Philippines,Female,2006
2005-2010,30-34,137.50763358778627,Philippines,Female,2007
2005-2010,30-34,137.21987577639752,Philippines,Female,2008
2005-2010,30-34,137.00698027314112,Philippines,Female,2009
2010-2015,30-34,127.43876337693223,Philippines,Female,2010
2010-2015,30-34,127.59690149079216,Philippines,Female,2011
2010-2015,30-34,127.54859114433583,Philippines,Female,2012
2010-2015,30-34,127.27843803056027,Philippines,Female,2013
2010-2015,30-34,127.53422370617696,Philippines,Female,2014
2015-2020,30-34,109.8587431693989,Philippines,Female,2015
2015-2020,30-34,109.71045576407506,Philippines,Female,2016
2015-2020,30-34,109.58628841607565,Philippines,Female,2017
2015-2020,30-34,109.61783603186842,Philippines,Female,2018
2015-2020,30-34,109.77077579713783,Philippines,Female,2019
2000-2005,35-39,101.21992993382639,Philippines,Female,2003
2000-2005,35-39,101.33014902560184,Philippines,Female,2004
2005-2010,35-39,84.6199774690199,Philippines,Female,2005
2005-2010,35-39,84.78741309915843,Philippines,Female,2006
2005-2010,35-39,85.2272240085745,Philippines,Female,2007
2005-2010,35-39,85.03878406708596,Philippines,Female,2008
2005-2010,35-39,84.64102564102564,Philippines,Female,2009
2010-2015,35-39,84.72082915412905,Philippines,Female,2010
2010-2015,35-39,84.39980289093299,Philippines,Female,2011
2010-2015,35-39,84.40971998712584,Philippines,Female,2012
2010-2015,35-39,84.49102362204724,Philippines,Female,2013
2010-2015,35-39,84.29426280074028,Philippines,Female,2014
2015-2020,35-39,71.53115547489413,Philippines,Female,2015
2015-2020,35-39,71.7345422116528,Philippines,Female,2016
2015-2020,35-39,71.81414377556985,Philippines,Female,2017
2015-2020,35-39,71.68035611717404,Philippines,Female,2018
2015-2020,35-39,71.58380361173815,Philippines,Female,2019
2000-2005,40-44,44.239285714285714,Philippines,Female,2003
2000-2005,40-44,44.32723311546841,Philippines,Female,2004
2005-2010,40-44,38.50276949296975,Philippines,Female,2005
2005-2010,40-44,38.284350352843504,Philippines,Female,2006
2005-2010,40-44,38.441259588211544,Philippines,Female,2007
2005-2010,40-44,38.293887147335425,Philippines,Female,2008
2005-2010,40-44,38.48290273556231,Philippines,Female,2009
2010-2015,40-44,37.216734242535935,Philippines,Female,2010
2010-2015,40-44,37.12105835447626,Philippines,Female,2011
2010-2015,40-44,37.254642857142855,Philippines,Female,2012
2010-2015,40-44,37.390845070422536,Philippines,Female,2013
2010-2015,40-44,37.09885535900104,Philippines,Female,2014
2015-2020,40-44,31.73440163654961,Philippines,Female,2015
2015-2020,40-44,31.38332775359893,Philippines,Female,2016
2015-2020,40-44,31.434469200524248,Philippines,Female,2017
2015-2020,40-44,31.787956438180654,Philippines,Female,2018
2015-2020,40-44,31.593045112781954,Philippines,Female,2019
2000-2005,45-49,5.412558380902958,Philippines,Female,2003
2000-2005,45-49,5.525165226232842,Philippines,Female,2004
2005-2010,45-49,6.0670640834575265,Philippines,Female,2005
2005-2010,45-49,5.973391388485728,Philippines,Female,2006
2005-2010,45-49,6.066760695815703,Philippines,Female,2007
2005-2010,45-49,6.14735401459854,Philippines,Female,2008
2005-2010,45-49,6.105309734513274,Philippines,Female,2009
2010-2015,45-49,7.036418166238217,Philippines,Female,2010
2010-2015,45-49,7.067223382045929,Philippines,Female,2011
2010-2015,45-49,7.073140999593661,Philippines,Female,2012
2010-2015,45-49,6.906287069988138,Philippines,Female,2013
2010-2015,45-49,7.106095679012346,Philippines,Female,2014
2015-2020,45-49,7.338240845602114,Philippines,Female,2015
2015-2020,45-49,7.303783382789318,Philippines,Female,2016
2015-2020,45-49,7.35815991237678,Philippines,Female,2017
2015-2020,45-49,7.2606975907946785,Philippines,Female,2018
2015-2020,45-49,7.446371681415929,Philippines,Female,2019
