"0 years","1 years","2 years","3 years","4 years","5 years","6 years","7 years","8 years","9 years","10 years","11 years","12 years","13 years","14 years","15 years","16 years","17 years"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0098313298271976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0098313298271976,0.0098313298271976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0098313298271976,0.0098313298271976,0.0098313298271976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0098313298271976,0.0098313298271976,0.0098313298271976,0.0098313298271976,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0098313298271976,0.0098313298271976,0.0098313298271976,0.0098313298271976,0.00983752125448706,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0630375223347231,0.0098313298271976,0.0098313298271976,0.0098313298271976,0.00983752125448706,0.0100264007597341,0,0,0,0,0,0,0,0,0,0,0,0
0.0630375223347231,0.0630375223347231,0.0098313298271976,0.0098313298271976,0.00983752125448706,0.0100264007597341,0.0102007278299176,0,0,0,0,0,0,0,0,0,0,0
0.0630375223347231,0.0630375223347231,0.0630375223347231,0.0098313298271976,0.00983752125448706,0.0100264007597341,0.0102007278299176,0.0102007278299176,0,0,0,0,0,0,0,0,0,0
